timestamp;strompreis_EUR_MWh;waermebedarf_MWth;grid_co2_kg_MWh;WRG1_Q_cap;WRG1_T_K;WRG2_Q_cap;WRG2_T_K;WRG3_Q_cap;WRG3_T_K;WRG4_Q_cap;WRG4_T_K;P_buy_MW;P_sell_MW;Q_dump_MWth;HP1_Q_th_MW;HP1_Pel_MW;HP1_on;HP2_Q_th_MW;HP2_Pel_MW;HP2_on;HP3_Q_th_MW;HP3_Pel_MW;HP3_on;TES_SOC_MWh;TES_charge_MW;TES_discharge_MW;HKW_Q_th_MW;HKW_fuel_MW;HKW_Pel_MW;GTOST_Q_th_MW;GTOST_fuel_MW;GTOST_Pel_MW;BMHKW_Q_th_MW;BMHKW_fuel_MW;BMHKW_Pel_MW;HWS_Q_th_MW;HWS_fuel_MW;HWW_Q_th_MW;HWW_fuel_MW;AVA_Q_th_MW;AVA_fuel_MW;P2H_Q_th_MW;P2H_Pel_MW
2023-01-01T00:00:00;-5,17;72,3;192,2814838;0;310,15;0;316,15;0;311,65;0,09278695;285,0333333;0;0;0;0;0;0;0;0;0;0;0;0;0;30;27,075;0;0;0;0;0;0;0;0;0;0;0;0;0;15,225;15,225;0;0
2023-01-01T01:00:00;-1,07;74,6;192,331851;0;310,25;0;316,35;0;311,75;0,1094112;284,95;0;0;0;0;0;0;0;0;0;0;0;0;0;30;27,075;0;0;0;0;0;0;0;0;0;0;0;0;0;17,525;17,525;0;0
2023-01-01T02:00:00;-1,47;75,2;193,1295962;0;310,15;0;316,15;0;311,55;0,117305725;285,0125;0;0;0;0;0;0;0;0;0;0;0;0;0;30;27,075;0;0;0;0;0;0;0;0;0;0;0;0;0;18,125;18,125;0;0
2023-01-01T03:00:00;-5,08;76,6;199,9268376;0;310,05;0;316,15;0;311,55;0,10635315;284,95;0;0;0;0;0;0;0;0;0;0;0;0;0;30;27,075;0;0;0;0;0;0;0;0;0;0;0;0;0;19,525;19,525;0;0
2023-01-01T04:00:00;-4,49;83,1;196,4913564;0;310,15;0;316,25;0;311,65;0,10678235;284,95;0;0;0;0;0;0;0;0;0;0;0;0;0;30;27,075;0;0;0;0;0;0;0;0;0;0;0;0;0;26,025;26,025;0;0
2023-01-01T05:00:00;-5,4;90,6;196,3078881;0;310,05;0;316,25;0;311,55;0,117775525;285,0125;0;0;0;0;0;0;0;0;0;0;0;0;0;30;27,075;0;0;0;0;0;0;0;0;0;0;0;0;0;33,525;33,525;0;0
2023-01-01T06:00:00;-5,02;96,4;195,0501464;0;310,05;0;316,15;0;311,55;0,11032325;284,95;0;0;0;0;0;0;0;0;0;0;0;0;1,632050078;30;25,52455243;0;0;0;0;0;0;0;0;0;0;0;0;0;40,87544757;40,87544757;0;0
2023-01-01T07:00:00;-1,3;100,7;204,26756;0;310,15;0;316,35;0;311,75;0,10173925;284,95;0;0;0;0;0;0;0;0;0;0;0;0;3,079255294;30;25,7;0;0;0;0;0;0;0;0;0;0;0;0;0;45;45;0;0
2023-01-01T08:00:00;-1,44;105,1;195,3823077;0;310,05;0;316,05;0;311,55;0,10420135;284,95;0;0;0;0;0;0;0;0;0;0;0;0;0;30;30;0;0;0;0;0;0;0,073459249;0,151462369;0,026808839;0;0;0;0;45;45;0,026540751;0,026808839
2023-01-01T09:00:00;-1,09;101,3;184,1179743;0;310,05;0;316,15;0;311,45;0,11824315;285,0125;0;0;0;0;0;0;0;0;0;0;0;0;0;30;27,075;0;0;0;0;0;0;0;0;0;0;0;0;0;44,225;44,225;0;0
2023-01-01T10:00:00;-1,07;91,4;178,5064045;0;308,65;0;313,65;0;310,15;0,10458415;284,95;0;0;0;0;0;0;0;0;0;0;0;0;0;30;27,075;0;0;0;0;0;0;0;0;0;0;0;0;0;34,325;34,325;0;0
2023-01-01T11:00:00;-1,07;84,7;182,8916524;0;306,75;0;311,05;0;308,15;0,1047016;284,95;0;0;0;0;0;0;0;0;0;0;0;0;0;30;27,075;0;0;0;0;0;0;0;0;0;0;0;0;0;27,625;27,625;0;0
2023-01-01T12:00:00;-0,79;78,4;184,7567307;0;306,45;0;310,45;0;307,65;0,105415;284,95;0;0;0;0;0;0;0;0;0;0;0;0;0;30;27,075;0;0;0;0;0;0;0;0;0;0;0;0;0;21,325;21,325;0;0
2023-01-01T13:00:00;-0,27;77,5;166,4826075;0;306,15;0;310,05;0;307,25;0,09899005;284,95;0;0;0;0;0;0;0;0;0;0;0;0;0;30;27,075;0;0;0;0;0;0;0;0;0;0;0;0;0;20,425;20,425;0;0
2023-01-01T14:00:00;0,85;74,9;162,6821104;0;306,85;0;311,05;0;307,65;0,10589205;284,95;0;0;0;0;0;0;0;0;0;0;0;0;0;30;27,075;0;0;0;0;0;0;0;0;0;0;0;0;0;17,825;17,825;0;0
2023-01-01T15:00:00;23,53;75,5;206,5939529;0;307,55;0;312,05;0;308,35;0,10058215;284,95;0;0;0;0;0;0;0;0;0;0;0;0;0;30;27,075;0;0;0;0;0;0;0;0;0;0;0;0;0;18,425;18,425;0;0
2023-01-01T16:00:00;36,54;80,2;179,5054596;0;307,65;0;312,15;0;308,45;0,1323821;285,075;0;0;0;0;0;0;0;0;0;0;0;0;0;30;27,075;0;0;0;0;0;0;0;0;0;0;0;0;0;23,125;23,125;0;0
2023-01-01T17:00:00;46,03;86,7;206,9258736;0;307,55;0;312,15;0;308,45;0,12229648;285,015;0;0;0;0;0;0;0;0;0;0;0;0;0;30;27,075;0;0;0;0;0;0;0;0;0;0;0;0;0;29,625;29,625;0;0
